exp_id,ix,condition,task_duration,age,sex,report_a,coded_a,report_b,coded_b
2,293,decon,1365430,36,male,Stripes are responsible for addingremoving segments of sticks depending on where the dot is on the stripe. If the dot is at the centre of a stripe it has no effect. If the dot is at the positive end of a stripe it adds a segment to a stick. If a dot is at the negative end of a stripe it removes a segment. Stripes with no spots at all on them also remove a segment of the stick.  In example 1 there are three stripes which remove segments of the stick. One dot is in the centre of a stripe so it has no effect on the stripe.  In example 2 there are two stripes with dots on different ends. The dots on either end of the stripes cancel each other out and there are no segments added or removed.  In example 3 two of the dots dont touch the stripe so they have no effect. One dot touches the stripe at the positive end so the stick gains a segment.,complex,Dots at the bottom of an egg have no effect on a stick as in example 1.  Dots near the top of an egg add segments as in example 2 so the stick gains two segments.  Dots in the middle have no effect as in example 3 sot the stick gains two segments.,complex
2,294,construct,698610,32,female,The number of sticks is multiplied by the number of dots when attached,mult,The length of the green is multipled by the number of dots and then minus the number of red sticks,ground_truth
2,295,combine,825101,23,male,The number of spots present in the eggs determines the number length of the sticks which in this case is determined by multiplying number of spots in magic egg by number of sticks present before,mult,As before the number of dots present in a magic egg is multiplied by the number of sticks however now if theres a stripe present the number of sticks is subtracted by each stripe present,ground_truth
2,296,construct,404466,27,male,At least two dots will increase the stick length by 2 and less than 2 dots will do nothing.,add_2,The number of stripes indicates the number of lengths the stick will change by and the number of dots indicates whether it will increase or decrease during the change. 1 = minus 2 = no change 3 = addition,complex
2,297,decon,732749,43,female,The lines and spots differ on each egg the number of spots indicates the number of squares disappear.,complex,More than one dot adds 2 squares,add_2
2,298,decon,420248,20,female,if an egg touches a stick it doubles (doesnt matter how many eggs). if an egg is in the middle of the stick it triples. ,complex,if the egg is touching the rim nothing happens. if they are floating it makes the number of blocks multiply by the number of floating eggs.,complex
2,299,decon,1159435,22,female,The ratio of spots to stripes on the egg determines whether the stick length will change and the number of stripes determines how many sections the length of the stick will change by. If there are more spots than stripes the stick length with increase by the number of stripes. If there are less spots than stripes the stick length will decrease by the number of stripes on the egg. If the number of spots and stripes are equal the stick length will no change.,complex,Each stripe decreases the length of the stick by 1. For every 2 spots the stick length increases by 2; so an odd number of spots will only increase the stick length by how many complete pairs of spots there are. For example 3 spots = 2 increase in length 5 spots = 4 increase in length but 4 spots would also increase by 4.,complex
2,300,decon,199383,39,female,They stay the same regardless of how many sticks there are,uncertain,One egg is added each time,uncertain
2,301,combine,369196,25,female,The more dots the eggs have the longer the sticks become.,complex,The stripes on the magic eggs make the sticks shorter,complex
2,302,combine,404037,42,female,1 spot adds no length. 2 spots at the top of the egg adds 2 lengths to the sticks. a spot at the bottom of the egg has no effect.,complex,Each red stick in the egg takes away a segment,subtraction
2,303,construct,611909,42,female,If the dot is in the middle and singular it does nothing if there are two dots in the middle it doubles the number and a dot at the top and bottom are extra,complex,The lines get rid of the sticks and the position of the spots indicating how many sticks should be,complex
2,304,decon,535046,20,female,if the egg is touching the circle there will be two sticks,complex,for every egg that is close to the circle one stick is added,complex
2,305,construct,492614,31,male,An egg with 1 dot doesnt change anything about the stick. An egg with 2 dots either adds 2 segments or doubles the number of segments. An egg with 3 dots adds 2 segments. ,complex,An egg with 1 dot does nothing unless there are stripes too in which case you would subtract the number of stripes.  An egg with 2 dots would double the length but subtract the number of stripes so with 2 stripes it would minus 2 segments. An egg with 3 dots and a number of stripes you would add the number of stripes?,complex
2,306,combine,352253,37,male,1 dot wont change length but after 1 dot 2 parts will be added to every stick no matter what the amount of dots are,add_2,The stick will decrease in length equal to the amount of stripes on the egg as long as there is 1 dot also on the egg,subtraction
2,307,decon,368483,20,male,When there are more dots than lines the length will increase. If they have the same there is no effect. If there are more lines than dots it will decrease,complex,every two dots makes the length increase by 1,complex
2,308,construct,385009,44,male,1 dotted eggs have no effect on the stick 2  3 dotted eggs increase the stick length by 2,complex,Dots add length lines take away,complex
2,309,construct,553576,39,male,an egg with more than 1 ball inside doubles the amount of sticks.,complex,they seem to reduce the amount o sticks when hit.,complex
2,310,construct,585344,37,female,I am unsure so far. however maybe it has to do with the amount of spots inside the circles vs how many lines it adds,uncertain,I am really not sure. maybe the lines half the amount and the dots add an amount,uncertain
2,311,combine,446770,37,male,Having more than one ball in the egg will make the sticks increase by 2,add_2,Having the ball in the middle of the magic egg will remove two from the sticks,complex
2,312,decon,344364,31,female,one stick on the egg adds one segment ,complex,dots add or take away the segment,complex
2,313,combine,881514,57,male,if one dot on egg  then no effect. If 2 dots on egg then add 2 segments to stick. If 3 dots on egg then make stick 3 segments long,complex,Stripes take away the same number of segments as stripes whilst dots add add 2 segments if the number of dots is greater than 2 and have no effect  if 1 dot,complex
2,314,construct,410206,45,female,If it has one spot then the stick does not change. If it has two spots the stick doubles in length. If it has 3 spots it adds 2 in length.,add_2,One spot 3 stripes - this subtracts three from the stick. Two spots would double it but the two stripes subtracts 2. Three spots would add 2 but the one stripes subtracts one.,subtraction
2,315,decon,728613,21,female,the spots laying on the lines determines the number of blocks,complex,the direction of the dots matters and the number does not. the closer the dots the length increases,complex
2,316,construct,558366,24,female,My guess is that depending on the number of spots within the egg its the number of spots multiplied by the number of sticks. So if one egg has two spots and there are two sticks its 2 spots x 2 sticks = 4 sticks. ,mult,The spots in the egg are multiplied by the number of sticks. However if there is a stick within the egg then the total number that was multiplied is subtracted by the amount of sticks within the egg.,ground_truth
2,317,construct,519094,38,female,the stick length growing is dependent on the number of spots.  if there is one spot the stick length stays the same.  if there are 2 spots the stick doubles if there are 3 spots the stick triples etc.,mult,spots increase the length of the stick and stripes decrease the length of the block.    The spots multipy the length of stick by the number of spots and the stripes decrease the number of blocks by the number of stripes,ground_truth
2,318,combine,255935,32,female,The number of spots on the egg determines how the length of the stick changes,uncertain,The stripes take away the length of the sticks,subtraction
2,319,combine,721774,36,female,the 2 spots double the length of the stick and the 3 spots triple the length of the stick one spot makes no difference to the length,mult,each stripe takes away a segment,subtraction
2,320,combine,448842,35,female,The spot in the middle affects the stick by increasing its length.,complex,The length of the stick decreases by how many lines there are.,subtraction
2,321,combine,529506,38,male,I would guess that the stick length is multiplied by the amount of dots on the egg.,mult,dots arent relavent the lines indicate how many stick lengths are removed.,subtraction
2,322,combine,701576,29,male,DOTs X by sticks= sticks,mult,Dots multiply by sticks stripes subtract,ground_truth
2,323,decon,1911216,30,female,In the first test the segments of the stick disappeared completely after touching the egg. The egg has 3 stripes and one dot. In the second test the egg touching the stick had no effect on the number of segments on the stick. The egg has an equal number of stripes and spots. In the third test the egg caused the stick to grow by one segment. The egg in this test has three dots and one stripe. My guess is that stripes on an egg equate to the number of segments it will take away from the stick or that the stripes reduce the number of segments on the stick while dots on the egg cause the stick to grow more segments (although there doesnt seem to be a correlation between the number of dots and number of segments added to the stick).,complex,In the first set of tests the stripes seemed to indicate that the number of stripes equated to the number of segments the stick would reduce by if it touched the egg however in the second test there were only dots on the egg which increased the number of segments on the stick. I think stripes decrease segments and dots increase segments.,complex
2,324,combine,487810,48,female,1 dot no change 2 dots  adds 2 square or doubles the original number 3 dots adds 2 square ,complex,The dots mean nothing the number of lines is the number of blocks to remove,subtraction
2,325,combine,515240,21,female,the spots in the eggs are the number of times the stick lengthens by 2 spots doubles the length of the stick 3 spots triples the length of the stick ,mult,the spots are the number of times the stick increases by 2 spots = times stick length by 2 3 spots = times stick length by 3 the lines mean you have to subtract one from the answer 1 line = minus 1 from length of stick after multiplication and so on,ground_truth
2,326,combine,770794,20,female,The amount of dots on the eggs change how many new lines appear. 1 dot doesnt change anything.  2 dots doubles the lines  3 dots adds 2 line ,mult,The lines on the magic eggs subtract from the blocks. 1 line on the magic egg takes away 1 block 2 lines takes away two blocks 3 lines takes away 3 blocks,subtraction
2,327,decon,630092,36,female,the stripes are add 1 and the dots are take away,complex,im not sure,uncertain
2,328,combine,329421,44,female,the segments are multiplied by the number of dots,mult,multiplied by the number of dots and minus the number of stripes,ground_truth
2,329,construct,396061,45,male,The number of dots on the egg multiply the number of sticks,mult,The dots multiply the sticks and then the number of lines are subtract the sticks,ground_truth
2,330,decon,1580041,29,male,When there are less dots than lines the stick decreases the number of lines on the egg. When the dots and lines are equal the stick stays the same length. When there are more dots than lines the stick increases by the number of lines.,complex,Where the number of dots on the eggs is less than the stick length the stick remains the same. Where the number of dots on the egg is the same as the length of the stick the stick increases by the number of dots. Where the number of dots on the egg is greater than the length of the stick the stick increases to the length of the number of dots.,complex
2,331,decon,662592,30,female,if more stripes than circles - lose all sticks if same number - sticks stay same if more circles than stripes - sticks increase,complex,number of spots minus number of stripes then multiply by sticks,complex
2,332,combine,205286,31,female,Eggs with more than one dot make the sticks two segments longer,add_2,Stripes on the eggs remove segments from the stick - for every stripe on the egg one segment is removed,subtraction
2,333,decon,720712,37,female,total 4 at end,uncertain,if dots in middle keep stripes,complex
2,334,combine,579040,38,female,Number of eggs x number of sticks will give you the increase in length. ,mult,The number of eggs x the number of stick segments then minus the number of stripes,ground_truth
2,335,decon,683568,40,female,The spots determine wether the sticks decrease stay the same or increase and the stripes determine the amount of segments that are affected (so one stripe on the egg would increase the sticks length by one if there was 3 spots if there was only 1 spot the length of the stick would decrease by 1),complex,The spots determine how many segments the stick is increased by the stripes determine if they increase or decrease,complex
2,336,construct,827154,41,female,I guess the number of spots on the egg is relative to how much the stick will grow when the egg touches it.,uncertain,The sticks have a connection to the changes to the blocks.,uncertain
2,337,construct,624471,45,female,The stripes multiplied by 3,uncertain,Are we either multiplying or dividing depending on the placement of the dots and stripes?,uncertain
2,338,decon,942041,65,male,Two stripes two dots no change. Three stripes one dot clears all. One stripe three dots adds one.,complex,two and three dots add 2 one dot no change,add_2
2,339,combine,384367,33,female,A dot to the south west adds 2 lengths to the stick. Spots in the centre or to the north east do not have any effect.,complex,A block is removed for each stick.,subtraction
2,340,construct,534945,42,male,The Dots decide the stick length in multiple of the original. so 1 dot stays the same 2 dots double the length 3 dots triple the length etc ,mult,The dots still work in multiples but the sticks seem to take away in singles,ground_truth
2,341,combine,831894,29,male,An egg with two dots added two sticks to two sticks that were already there. An egg with three dots added two sticks to one stick that was already there. I think the dots on the eggs matter and how many sticks are there before the egg comes into contact with them. ,add_2,The stripes are what matter the most. The number of stripes in an egg will be the number of sticks that will disappear as soon as the egg comes into contact with them.,complex
2,342,decon,551140,22,female,The lines take away length and the spots counteract this in some way,complex,The length increases by multiplying the number of dots by the blocks already there,mult
2,343,construct,338104,28,female,I think the more spots in the egg make the sticks bigger,complex,it doesnt matter how many stripes or spots there is it doesnt effect on whether it grows or stays the same,uncertain
2,344,decon,570873,20,female,One circle means to subtract sticks two circles mean that the value of six remains the same and three circles means that sticks are added. The lines indicate the quantity affected.,complex,When there are no lines multiply the number of dots by the amount stick segments to get the quantity,mult
2,345,decon,500495,32,female,If there are more dots than lines in the egg an extra length is added to the stick. ,complex,If the there is more dots to a certain area of the egg then more lengths are added to the stick,complex
2,346,decon,1383610,24,male,The positioning of the spots matters and the combination of the sripes and spots in each test,complex,If the spots are below no amount of sticks are added and if the spots are above the exact number of spots above the circle are added to the sticks,complex
2,347,construct,2019891,31,female,So far it seems: if the number of dots on the magic egg is equal or greater than the length of the stick it will add 2 to the length.,add_2,If the number of dots on the magic egg is equal or greater than the length of the stick 2 blocks are added to the stick. Each red line on the magic egg always removes one block from the stick.,add_2
2,348,construct,1478929,21,female,the number of dots on the magic eggs affects how the length of the sticks will increase. a property in the sticks that matters is the number of segments before the stick touches the magic egg.,complex,(dot x sticks) - line = n,ground_truth
2,349,construct,367771,23,female,the position of the dots and how many dots there are matter. ,complex,there needs to be more dots than sticks to increase the number of blocks,complex
2,350,construct,606715,18,female,The number of dots multiplies the number of stick segments. For test 1: 1 x 3= 3 so stick does not change. test 2: 2 x 2= 4 so stick becomes 4 segments long. test 3: 3 x 1= 3 so stick becomes 3 segments long.,mult,The number of dots multiplied by the segments of the original stick = new stick length. Then minus the number of lines on the magic egg. test 4: (1 x 3)-3=0. test 5: (2x2)-2=2. test 6: (3x1)-1=2.,ground_truth
2,351,combine,277792,27,female,spots on left side add right side takeaway,complex,if lines are present takeaway that amount. if dot touches side also take away. if dot in middle add on,complex
2,352,combine,345528,36,female,Im really not sure ,uncertain,They eliminate squares,complex
2,353,decon,583753,29,female,Honestly Im really struggling. I think it has something to do with the number of lines. For example in the first example the magic egg subtracts 3 and there are three lines. And in the third example the magic egg adds 1 line and there is only one line in the egg. Beyond that Im baffled.,uncertain,Dots that arent touching or close to the edge of the egg add segments to the line.,complex
2,354,decon,298798,41,male,The number of stripes on the eggs seem to indicate the length of the stick. I do not think the dots or the position of the dots makes a difference,uncertain,I think this is random and no specific properties,uncertain
2,355,construct,848668,23,female,I think that its a multiplication sum. So the number of dots in the egg is multiplied by the number of blocks in the stick so when the egg hits the stick the number of dots gets multiplied by the number of blocks on the stick and then blocks are added to made the sum correct. For example in test 3 theres 3 dots and one block so when the egg with 3 dots hits the block it calculates (3 x 1) = 3 hence the stick grows to become 3 blocks long,mult,So i think the same rule applies as before but the lines on the eggs is a subtract 1. So in test 6 the 3 dots would have been multiplied by the 1 block to make the stick 3 blocks long but the line on the egg subtracts 1 block leaving the stick only 2 blocks long,ground_truth
2,356,combine,744732,42,female,1=3 2=4 3=3,complex,the number of stripes equals the number of sticks that are reduced.  I am still very unsure about the spots,subtraction
2,357,decon,758884,54,female,I think the more spots are on the eggs the more magic they are ,complex,However many spots there are that is the number of blocks,complex
2,358,combine,337431,30,male,For every 1.5 eggs the stick grows.,uncertain,If the egg touches the sticks then the number of sticks shown takes the bars away.,subtraction
2,359,decon,1514227,41,male,Either three dots create an extra stick or having more dots than stripes creates an extra stick ,complex,This is tough! I think the dot touching the circle AND a dot in the middle adds two sticks,complex
3,383,flip,392686,35,male,The number of dots on the egg indicate how many segments the stick will lose.,subtraction,The number of segments on the stick is multiplied by the number of stripes on the egg.,mult
3,384,combine,418181,23,male,Each line indicates what to multiply the number of segments by. Three lines x one segment = 3 segments.,mult,The number of lines indicates how many times to multiply the original number of segments; the black dots indicate when to subtract one (FOLLOWS PEMDAS so the multiplication is done first as per the rules of the stripes then the subtraction based on the dots comes second),ground_truth
3,385,flip,358999,34,noresponse,The amount of dots in an egg take away the same amount of stick length. ,subtraction,Dont know,uncertain
3,386,flip,324840,31,female,each dot decreases the number of sticks by 1,subtraction,the number of stripes affects the amounts decreasing,complex
3,387,combine,541427,37,male,if the egg has one stripe in it and touches the sticks the sticks are multiplied by the amount of lines in egg.  ,mult,When the egg with spots touches the sticks the sticks are multiplied by the amount of stripes in the egg but then subtracted by the amount of spots.,ground_truth
3,388,combine,593870,41,male,If more than 2 red lines in the egg it adds 2 blocks,add_2,2 red lines in an egg add 2 blocks a further number of blocks added per black dot. If 1 red line no change if a red line and 1 dot - 1 block removed 2 dots - 2 blocks removed etc.,add_2
3,389,combine,431685,25,female,The magic eggs will cause an increase dependent on the sticks through multiplication of that number of sticks.,mult,As mentioned in my previous guess the sticks will be the multiplier. In addition to this each circle in the egg will be a subtraction. This is proven to be true in each of the tests.,ground_truth
3,390,combine,403305,31,female,The amount of sticks determined the sections in the egg.  e.g. 2 sticks in an egg will give 4 sections as 2 sections are added due to 2 sticks. they do this with the magic that they have.,add_2,The amount of magic eggs indicates how many sections there will be. more eggs the less sections.,complex
3,391,flip,344220,33,male,the spots  on the eggs indicate how many sticks will disappear,subtraction,The number of stripes on the egg is how much the stick multiple by,mult
3,392,combine,284391,36,female,Multiple lines add two segments to the stick length. A single line does nothing.,add_2,A segment of the stick is removed for each dot there is on the egg. As per previous tests a single line does nothing.,subtraction
3,393,flip,489096,39,female,The number of spots in the egg shows how many segments the stick will decrease by.,subtraction,The number of stripes indicates how many times you need to multiply the blocks.,mult
3,394,flip,403240,36,male,Based on the number of dots it decreases the length of the stick. It does not matter where the dots are located or how far apart the dots are from one another. ,subtraction,It seems based on where the lines are located it changes the length of the stick. The middle line is like a zero while the outer lines or the lines closer to the outside circle mean how many bars or how much longer the stick needs to be.,complex
3,395,combine,454270,48,female,one stripe make no difference  more stipes makes the stick lengthen by 2 segments,add_2,the sticks length reduces by the number of dots used accordingly,subtraction
3,396,combine,473721,49,female,Having more than line adds 2 blocks to the sequence,add_2,That the number of blocks are removed according to the number of spots on the egg. Ie 1 dot 1 blocked removed 2 block 2 removed etc,subtraction
3,397,combine,466727,29,female,Each line is how much the sticks will multiply. First egg had 1 line and stick length didnt change. Second egg had two lines and stick doubled. Third egg had three lines and stick length tripled. ,mult,Ok so the lines are multipliers and the dots are -1.,ground_truth
3,398,combine,530888,25,male,These magic eggs without the spots only stripes can increase the size of the stick. They have a multiplication effect. If an egg has to strips then it multiplies by 2 if it has 3 it multiplies by 3 etc. ,mult,These eggs with the dots on them cause a subtraction effect. If an egg has 1 dot then it decreases the length of the stick by 1 if 2 it decreases by 2 etc.,subtraction
3,399,combine,434822,41,female,for any eggs with more than one stripe inside it increased the number of sticks by two regardless of the number of stripes,add_2,the number of sticks decreased by the number of dots on the magic eggs e.g. if 3 dots then 3 sticks were removed,subtraction
3,400,flip,295552,25,female,1 dot = -1 stick,subtraction,1 stripe doesnt affect the sticks 2 and 3 stripes add 2 sticks,add_2
3,401,combine,473135,35,male,I think the stripes represent the number and as well as the blocks,uncertain,Stipes is the number times the blocks subtracted by the number of circles,subtraction
3,402,combine,517743,22,male,The number of stripes is what multiplies the number of segments of the stick e.g. 2 stripes would double the segments.,mult,The number of stripes is what multiplies the length of the stick and then the number of dots is the number of segments subtracted from the length of the stick at the end.,ground_truth
3,403,combine,653052,53,female,The number of stripes times the number of green squares results in amount of green squares,mult,Red stripes = times green squares minus the number of black spots,subtraction
3,404,combine,338070,19,female,That the stripes are the multipliers to the amount of segments. So the egg with 1 stripe multiplied by the 3 segments yields 3 segments. The egg with 2 stripes multiplied by 2 segments yields 4 segments. ,mult,The stripe is the multiplier while the dots correspond to the amount of segments substracted.,comp
3,405,flip,406059,54,male,Each dot will make a line segment disappear. ,subtraction,Each additional line adds an extra segment,complex
3,406,combine,375469,22,male,An increase in the amount of sticks greater than 1 but less than or equal to 3 increases the sticks length by 2.,add_2,An increase in the amount of dots decreases the stick length by the amount of dots present the line has no impact on the stick length.,subtraction
3,407,flip,364795,31,other,It appears that the more dots present on the eggs the shorter the stick length is.,complex,When no dots are present and more stripes are added the length is increased by 2.,add_2
3,408,flip,642187,34,female,The dots are co-related to the missing sticks. Each dot removes 1 stick. But the effect from the stripe on the egg is unknown at this time. Is the stripe and the dots required for missing sticks?,subtraction,1 dot (and any number of sticks) = -1 stick 1 stripe = x1 stick (no change) 2 stripes = x2 sticks 3 stripes = x3 sticks But what about 1 dot without any sticks?,comp
3,409,flip,363356,24,female,The more dots on the magic eggs the shorter the stick gets ,complex,The more lines on the magic egg the longer the stick gets,complex
3,410,flip,399737,30,female,The number of spots an egg has is the number of segments that decrease the length of the stick,subtraction,If the number of stripes on an egg has more than one it decreases two segments of length from the sticks,add_2
3,411,flip,621170,48,female,the dots indicate the number of sticks that are minused,subtraction,the lines either add remove or keep the number of sticks the same,complex
3,412,combine,315082,27,other,The number of stripes equals how many times the stick segments are multiplied. Two stripes = x 2 3 stripes = x 3 etc.,mult,The number of stripes equals how much the stick segments will be multiplied by. The number of spots equal how many stick segments are subtracted. (Stripes x Segments) - spots = number of segments.,ground_truth
3,413,flip,735079,44,male,I think that the number of dots in the magic egg reduces the number of segments by an equal amount. The stick remains the same in all three cases and doesnt seem to have an effect.,subtraction,Dots reduce the number of segments and lines increase them. Two lines double the number of segments and three treble it etc.,mult
3,414,flip,675013,31,female,The black dots on the egg indicate how many segments of the stick will be taken away. For example 1 black dot on an egg equals 1 segment taken away from the stick.,subtraction,If there are two lines on an egg then it adds two segments to the stick. If there is a large diagonal line in the centre of the egg it means at least three segments are present on the stick plus whatever other lines are there.,complex
3,415,combine,698894,26,other,the number of stripes multiplies the number of segments. 1x3=3 so the number of segments didnt change 2x2=4 so the segments beame 4 and lastly 3x1=3.,mult,my guess is that for each black dot on the egg it removes one segment.,subtraction
3,416,flip,1053717,40,male,The number of spots on the egg and perhaps the positions of the spots vis-a-vis the stripe(s) seems to affect how much the sticks are shortened and do so proportionally too - i.e. three spots on the egg shorten the stick by three units.,subtraction,Each extra stripe on the eggs after the first increases the length of the sticks by that factor - i.e. two stripes doubles the stick length; three stripes triples the stick length. Each spot reduces the stick length by one unit.,ground_truth
3,417,flip,651971,26,other,Presuming the eggs can both add AND subtract segments from sticks:  - Dots determine the amount of change. - Sticks determine the direction of change with one stick resulting in subtractionshortening.  No information of stick numbers other than 1 so information is highly limited.,subtraction,Lines multiply the original amount of segments in the stick after which the quantity of dots is subtracted. This may happen in the reverse order as well but given the length options in the guessing set this seems unlikely.,ground_truth
3,418,flip,535664,26,other,I believe the single stripe is not playing a part (the stripe is neutral) and the black dots indicate the number of segments it will remove (the stripes addno nothing nothing in this case and the dots remove),subtraction,the middle line is neutral.,complex
3,419,combine,890029,27,female,I think magic eggs with no dots  only 1 stripe causes no change of length to sticks. Any magic eggs with no dots  2+ stripes causes an increase of 2 segments to the sticks. This is only based on the tests shown so far.,add_2,I think that the dots with 1 stripe only of magic eggs influence the decrease the segments of the sticks. For example when 1 dot appears with 1 line 1 segment decreases. When 2 dots appear with 1 line 2 segments decrease. When 3 dots appear with 1 line 3 segments decrease. However I think the stripes on their own with no eggs have different properties vs eggs with dots so any dots matter for different effects.,complex
3,420,combine,680543,39,female,The eggs act as a multiplier so however many red stripes are in the egg multiply the green stripes by that amount.,mult,The eggs are made of two parts red stripeslines and dots. The red stripes act as a multiplication tool and the dots act as a subtraction tool.,comp
3,421,flip,937784,37,female,The number of magic eggs removes the same amount of lines.,subtraction,The length of the lines has to do with the number of blocks you add or remove,uncertain
3,422,flip,917365,24,female,I think how many black dots each egg has will cause the stick to go down by that much. The first egg has 1 dot and the stick shrinks by 1. The second egg has 2 dots and the stick shrinks by 2. The third egg has 3 dots and the stick shrinks by 3.,subtraction,The black dots on the first 3 magic eggs caused lines to subtract from the stick but the orange lines cause the stick to multiply. The fourth egg only had 1 line so 1 times 3 equals 3. The fifth egg had 2 lines so 2 times 2 equals 4. The sixth egg had 3 lines so 3 times 1 equals 3.,comp
3,423,combine,637709,28,female,I believe that the lines within the eggs are in indication of what the line shall be x by a line length of 1 and a magic egg with 3 lines equal 1 x 3 = 3 as the new length ,mult,I believe that the line accounts still for x eg. egg with 1 line will be ? x 1 however the number of dots within the egg have to be subtracted.,comp
3,424,combine,749714,30,male,The stripes inside the magic eggs determine the shape and length of the rectangle. When there are two stripes inside the eggs the rectangles become four and when the stripes the eggs are three the rectangles become three. ,complex,The number of the dots in the eggs determine the number of the bricks and the length. When the dot inside the egg is 1 the bricks reduced by 1 brick and when the dots are 2 the brick reduced by 2. And when the dots are 3 the bricks reduced by 3 also.,subtraction
3,425,flip,512459,32,female,The amount of dots on the eggs indicate how many sticks will be removedshrink.,subtraction,Even number of sticks on the eggs will multiple by 2 odd numbers will show 3 sticks only.,complex
3,426,combine,311641,33,female,the bigger amount of lines in the eggs make the line longer,complex,the line decreases depending on the amount of spots,complex
3,427,combine,821248,68,female,The number of stripes on the magic eggs corresponds to a multiplier. If there is one stripe the number of sticks is multiplied by one. If there are two stripes the number of sticks is multiplied by two and if there are three stripes the number of sticks is multiplied by three.,mult,Here while the stripes on the eggs continue to have the same multiplier effect as previously (i.e one stripe multiplies the number of sticks by one two stripes multiplies the number of sticks by two and three multiplies the number of sticks by three) the number of dots has a subtraction effect: one dot will subtract one segment of the length two dots will subtract two segments etc.) So both elements of the eggs will have an effect on the number or length of segments if the egg touches the sticks.,comp
3,428,flip,574067,28,female,If one spot touches the stick then 2 segments are lost if 2 spots touch the stick then all 3 segments are lost.,subtraction,One full length stick = 3 segments if another full length stick is added then this adds an extra segment.  If there are different length sticks then these gain one segment per stick.,complex
3,429,flip,406509,21,male,The number of spots decreased the same length of the sticks equally. One spot equaled one less stick length two spots equaled two less stick lengths. However the sticks in the eggs had no effect on the length of the stick.,subtraction,The two or three sticks inside the magic eggs added two blocks.,add_2
3,430,flip,461892,62,female,The number of segments in the stick is reduced by the number of spots on the egg.,subtraction,The number of segments in the block are multiplied bythe number of stripes on the egg,mult
3,431,flip,509744,39,female,The dots seem to be the key here. The amount of dots determines how much the sticks reduce,subtraction,The amount of sticks present determines how much the sticks will increase,complex
3,432,flip,274552,20,female,Each egg takes away one square,subtraction,The sticks increase the number of blocks by 2,add_2
3,433,flip,635932,27,female,The magic eggs cause the length of the stick to decrease. One egg reduces one segment of the stick. ,subtraction,A magic egg with one linestick will cause the blocks to stay the same. A magic egg with 2 or more linessticks (e.g. 2 sticks 3 sticks etc) will add two more blocks to the length.,add_2
3,434,flip,443785,47,female,I think that the number of dots in the egg determines how many segments the stick is reduced by it appears that it doesnt matter how many lines there are or where the dots are located on the line,subtraction,I think the dots reduce the stick segments and the lines increase the stick segments,complex
3,435,combine,504199,23,female,Depending on the number of sticks the boxes either increase or remain the same.,complex,The number of blocks appear at random. It is not necessarily dependent on the number of eggs.,uncertain
3,436,combine,450073,30,female,The segments are multiplied by the amount of stripes on the egg to give the end result (e.g 1*3=3 2*2=4 3*1=3),mult,The segments are multiplied by the stripes then the amount of dots are subtracted.,ground_truth
3,437,flip,750258,23,male,The number of circles around the stick determines how many squares go away ,subtraction,You multiply the number of stripes in the magic egg by the number of squares and you subtract I think after Im not sure but my guess is based on the order of operations by the number of circles in the egg,ground_truth
3,438,flip,510822,52,female,The number of dots tells us how many segments will be removed. So one dot removes one segment and 3 dots remove 3 segments. ,subtraction,The segments are multiplied by the number of stripes on the eggs when there are no dots on them.  So if there is one stripe on an egg and 2 segments there will be 2 segments as 2 x 1 = 2 and if there is 1 segment but 3 stripes on the egg then the stripes will change to being 3 stripes as 1 x 3 = 3.,comp
3,439,combine,964605,34,female,I think that having more than one stripe results in the egg increasing the length (number of segments) on the stick. One stripe has no effect but 2 or 3 stripes increases the segment by 2. ,add_2,The number of stripes on the eggs are the number by which the number of segments on the stick must be multiplied example if there are 2 stripes multiply the number of segments by 2. Then you subtract the number of the dots on the eggs from the segment length.  The stripes generally increase the length of the sticks whereas the dots decrease the length.,ground_truth
3,440,flip,613224,32,female,The spots on the eggs correspond to the number of segments of the stick that will disappear if the egg touches the stick.,subtraction,The stripes on the eggs add segments up to a maximum of three,complex
3,441,combine,449878,41,female,The lines inside the circle represent the multiple of the length of the stick,mult,Inside the egg the number of lines multiples the length of the stick then you subtract the number of eggs from the stick,ground_truth
3,442,flip,607539,45,female,Regardless of the number of stripes on the magic egg each dot on the magic egg (regardless of location on the magic egg) will reduce the length of the stick by one segment. ,subtraction,The number of stripes on the magic egg now appears to be a multiplier; ie if there are 2 stripes the number of segments in the stick multiplies by a factor of 2. For 3 stripes the number of segments in the stick multiplies by a factor of 3.,mult
3,443,flip,438302,34,male,The slanting line means that they deduct from the length of the stick and each spot denotes a deduction of 1 block,subtraction,The stick length is multiplied by the number of lines in the egg,mult
3,444,flip,436395,36,male,All three eggs had the same number of stripes so there is no information to compare there. However the number of stick segments reduced by the number of dots that the magic egg had so perhaps it is directly proportional to dot number.,subtraction,This time the number of stick segments was multiplied by the number of stripes in the egg. This is also consistent with the first round of testing. Perhaps the formula is stick segments x stripes - spots.,ground_truth
3,445,combine,665708,56,male,The number of stripes determines the length to which the stick increases in size,complex,The number of stripes will determine the extent to which the size of the stick increases in length compared to its original size while the number of spots decreases its length by single amounts,complex
3,446,combine,506288,26,male,If magic egg has 1 stripe inside it nothing changes (multiplies by one). If magic egg has 2 stripes it doubles the amount of sticks (multiples by two). If magic egg has 3 stripes it triples the sticks (multiplies by three),mult,stripes multiples spots subtracts (first I predicted that they divide - I was wrong),comp
